Date,S&P Compound,Dividends,Earnings,CPI,Date Fraction,Long_interest_rate,Real price,Real Dividend,Real_total_return_price,Real earnings,Real scaled earnings,CAPE,,TR CAPE,,Excess CAPE yield,Montlhy total bond returns,Real total bond returns,10 year annualized stock real return,10 year annualized bond real return,real 10 year excess annualized returns
1884.05,4.65,0.32,0.36,8.85,1884.37,3.59,160.87,11.13, 356.87 ,12.54, 27.82 ,13.47,,17.27,,0.77%,1.00,2.94,7.45%,6.73%,0.72%
1884.06,4.46,0.32,0.36,8.85,1884.46,3.58,154.30,11.07, 344.34 ,12.28, 27.41 ,12.91,,16.58,,1.33%,1.00,2.95,7.74%,6.74%,1.00%
1884.07,4.46,0.32,0.35,8.75,1884.54,3.57,155.98,11.13, 350.15 ,12.15, 27.28 ,13.04,,16.77,,1.08%,1.00,2.99,7.38%,6.63%,0.74%
1884.08,4.74,0.32,0.34,8.75,1884.62,3.56,165.77,11.08, 374.20 ,11.89, 26.84 ,13.86,,17.83,,0.71%,1.00,3.00,6.80%,6.34%,0.46%
1884.09,4.59,0.32,0.33,8.66,1884.71,3.55,162.29,11.14, 368.44 ,11.76, 26.69 ,13.57,,17.47,,0.77%,1.00,3.05,7.03%,6.09%,0.94%
1884.1,4.44,0.31,0.33,8.56,1884.79,3.55,158.73,11.20, 362.48 ,11.62, 26.53 ,13.27,,17.11,,0.99%,1.00,3.09,7.21%,6.28%,0.93%
1884.11,4.35,0.31,0.32,8.37,1884.87,3.54,159.04,11.40, 365.37 ,11.61, 26.67 ,13.30,,17.17,,0.85%,1.00,3.17,7.17%,6.05%,1.12%
1884.12,4.34,0.31,0.31,8.28,1884.96,3.53,160.50,11.46, 370.91 ,11.46, 26.49 ,13.43,,17.36,,0.67%,1.00,3.22,7.11%,6.09%,1.02%
1885.01,4.24,0.30,0.31,8.28,1885.04,3.52,156.80,11.25, 364.53 ,11.34, 26.37 ,13.13,,16.99,,0.85%,1.00,3.23,7.21%,6.10%,1.11%
1885.02,4.37,0.30,0.30,8.37,1885.12,3.51,159.78,10.91, 373.55 ,11.09, 25.93 ,13.38,,17.33,,0.83%,1.00,3.21,6.84%,6.20%,0.64%
1885.03,4.38,0.29,0.30,8.18,1885.21,3.50,163.87,10.94, 385.25 ,11.22, 26.39 ,13.73,,17.80,,0.43%,1.00,3.30,6.56%,5.93%,0.62%
1885.04,4.37,0.29,0.30,8.28,1885.29,3.48,161.61,10.60, 382.03 ,10.97, 25.94 ,13.55,,17.58,,0.57%,1.00,3.27,6.68%,5.59%,1.10%
1885.05,4.32,0.28,0.29,8.09,1885.37,3.47,163.52,10.63, 388.63 ,11.10, 26.39 ,13.71,,17.80,,0.51%,1.00,3.36,6.96%,5.17%,1.79%
1885.06,4.30,0.28,0.29,7.90,1885.46,3.46,166.69,10.66, 398.27 ,11.24, 26.86 ,13.98,,18.17,,0.32%,1.00,3.46,6.80%,4.76%,2.04%
1885.07,4.46,0.27,0.29,7.99,1885.54,3.45,170.83,10.31, 410.22 ,10.98, 26.37 ,14.33,,18.63,,0.28%,1.00,3.43,6.71%,5.01%,1.70%
1885.08,4.71,0.26,0.28,7.99,1885.62,3.43,180.41,10.09, 435.24 ,10.85, 26.18 ,15.13,,19.68,,-0.16%,1.00,3.44,6.42%,5.13%,1.29%
1885.09,4.65,0.26,0.28,7.90,1885.71,3.42,180.26,9.98, 436.87 ,10.85, 26.31 ,15.12,,19.66,,-0.18%,1.00,3.50,6.48%,4.99%,1.50%
1885.1,4.92,0.25,0.28,7.90,1885.79,3.41,190.72,9.76, 464.21 ,10.73, 26.11 ,15.99,,20.80,,-0.53%,1.00,3.51,5.72%,4.97%,0.75%
1885.11,5.24,0.25,0.27,7.99,1885.87,3.40,200.71,9.41, 490.43 ,10.47, 25.58 ,16.82,,21.88,,-0.63%,1.00,3.48,4.82%,5.07%,-0.26%
1885.12,5.20,0.24,0.27,8.18,1885.96,3.38,194.54,8.98, 477.20 ,10.10, 24.78 ,16.30,,21.19,,-0.11%,1.00,3.42,4.65%,5.45%,-0.79%
1886.01,5.20,0.24,0.28,7.99,1886.04,3.37,199.18,9.13, 490.42 ,10.53, 25.94 ,16.69,,21.69,,-0.39%,1.00,3.51,4.43%,5.33%,-0.90%
1886.02,5.30,0.24,0.28,7.99,1886.12,3.38,203.01,9.07, 501.71 ,10.72, 26.51 ,17.01,,22.09,,-0.51%,1.00,3.52,4.81%,5.51%,-0.70%
1886.03,5.19,0.24,0.29,7.90,1886.21,3.40,201.19,9.11, 499.10 ,11.05, 27.41 ,16.84,,21.87,,-0.58%,1.00,3.56,4.74%,5.41%,-0.67%
1886.04,5.12,0.23,0.29,7.80,1886.29,3.41,200.90,9.15, 500.26 ,11.38, 28.34 ,16.80,,21.81,,-0.61%,1.00,3.61,5.00%,5.46%,-0.46%
1886.05,5.02,0.23,0.30,7.61,1886.37,3.42,201.90,9.32, 504.69 ,11.86, 29.66 ,16.86,,21.89,,-0.54%,1.00,3.71,5.05%,5.39%,-0.33%
1886.06,5.25,0.23,0.30,7.52,1886.46,3.43,213.82,9.37, 536.44 ,12.22, 30.65 ,17.83,,23.13,,-0.72%,1.00,3.77,4.42%,5.44%,-1.02%
1886.07,5.33,0.23,0.31,7.61,1886.54,3.45,214.36,9.18, 539.73 ,12.27, 30.89 ,17.85,,23.13,,-0.62%,1.00,3.73,3.69%,5.60%,-1.90%
1886.08,5.37,0.23,0.31,7.71,1886.62,3.46,213.31,9.00, 538.96 ,12.31, 31.11 ,17.72,,22.95,,-0.56%,1.00,3.69,3.14%,5.76%,-2.61%
1886.09,5.51,0.23,0.32,7.71,1886.71,3.47,218.87,8.94, 554.89 ,12.51, 31.72 ,18.15,,23.48,,-0.80%,1.00,3.69,3.41%,5.78%,-2.37%
1886.1,5.65,0.22,0.32,7.71,1886.79,3.48,224.43,8.87, 570.86 ,12.71, 32.33 ,18.56,,24.00,,-1.11%,1.00,3.70,3.08%,5.49%,-2.41%
1886.11,5.79,0.22,0.33,7.71,1886.87,3.50,229.99,8.81, 586.87 ,12.91, 32.94 ,18.97,,24.50,,-1.32%,1.00,3.71,3.21%,5.21%,-2.00%
1886.12,5.64,0.22,0.33,7.80,1886.96,3.51,221.30,8.63, 566.53 ,12.95, 33.15 ,18.19,,23.49,,-1.17%,1.00,3.67,3.23%,5.37%,-2.14%
1887.01,5.58,0.22,0.33,7.99,1887.04,3.52,213.73,8.52, 548.98 ,12.74, 32.71 ,17.51,,22.59,,-0.90%,1.00,3.59,3.89%,5.95%,-2.06%
1887.02,5.54,0.23,0.34,8.09,1887.12,3.53,209.70,8.52, 540.45 ,12.68, 32.68 ,17.13,,22.08,,-0.41%,1.00,3.55,3.99%,6.09%,-2.10%
1887.03,5.67,0.23,0.34,8.09,1887.21,3.55,214.62,8.61, 554.99 ,12.78, 33.03 ,17.47,,22.52,,-0.10%,1.00,3.56,3.78%,6.10%,-2.33%
1887.04,5.80,0.23,0.34,8.09,1887.29,3.56,219.54,8.71, 569.59 ,12.87, 33.39 ,17.82,,22.95,,-0.49%,1.00,3.57,3.37%,6.28%,-2.90%
1887.05,5.90,0.23,0.34,8.09,1887.37,3.57,223.33,8.80, 581.31 ,12.96, 33.75 ,18.08,,23.26,,-0.76%,1.00,3.57,3.41%,6.45%,-3.04%
1887.06,5.73,0.24,0.35,7.99,1887.46,3.58,219.48,9.00, 573.23 ,13.21, 34.51 ,17.71,,22.78,,-0.23%,1.00,3.62,4.06%,6.34%,-2.28%
1887.07,5.59,0.24,0.35,7.90,1887.54,3.60,216.69,9.21, 567.97 ,13.47, 35.31 ,17.43,,22.42,,-0.37%,1.00,3.67,4.65%,6.22%,-1.58%
1887.08,5.45,0.24,0.35,7.99,1887.62,3.61,208.75,9.19, 549.16 ,13.41, 35.27 ,16.74,,21.52,,0.35%,1.00,3.64,5.23%,5.89%,-0.66%
1887.09,5.38,0.24,0.35,7.90,1887.71,3.62,208.55,9.40, 550.70 ,13.66, 36.08 ,16.68,,21.43,,0.34%,1.00,3.69,5.43%,5.47%,-0.05%
1887.1,5.20,0.25,0.36,7.99,1887.79,3.63,199.18,9.38, 528.00 ,13.60, 36.05 ,15.88,,20.41,,0.74%,1.00,3.65,5.71%,5.76%,-0.05%
1887.11,5.30,0.25,0.36,8.09,1887.87,3.65,200.62,9.37, 533.90 ,13.53, 36.01 ,15.95,,20.50,,1.01%,1.00,3.61,5.25%,5.90%,-0.65%
1887.12,5.27,0.25,0.36,8.28,1887.96,3.66,194.90,9.25, 520.72 ,13.31, 35.57 ,15.46,,19.86,,1.43%,1.00,3.54,5.77%,6.16%,-0.39%
1888.01,5.31,0.25,0.35,8.37,1888.04,3.67,194.14,9.08, 520.73 ,12.86, 34.49 ,15.36,,19.73,,1.87%,1.00,3.51,6.09%,6.29%,-0.21%
1888.02,5.28,0.25,0.34,8.28,1888.12,3.65,195.27,9.12, 525.78 ,12.70, 34.19 ,15.42,,19.81,,1.85%,1.00,3.56,5.85%,6.02%,-0.17%
1888.03,5.08,0.25,0.34,8.28,1888.21,3.63,187.87,9.06, 507.90 ,12.39, 33.49 ,14.81,,19.03,,2.35%,1.00,3.58,5.76%,6.02%,-0.26%
1888.04,5.10,0.24,0.33,8.18,1888.29,3.62,190.80,9.10, 517.88 ,12.22, 33.17 ,15.02,,19.30,,2.26%,1.00,3.64,5.40%,5.90%,-0.49%
1888.05,5.17,0.24,0.32,8.09,1888.37,3.60,195.70,9.15, 533.23 ,12.05, 32.83 ,15.39,,19.77,,2.33%,1.00,3.70,5.08%,5.06%,0.03%
1888.06,5.01,0.24,0.31,7.99,1888.46,3.58,191.90,9.19, 524.97 ,11.87, 32.48 ,15.08,,19.38,,2.59%,1.00,3.76,6.41%,5.65%,0.76%
1888.07,5.14,0.24,0.30,8.09,1888.54,3.56,194.56,9.02, 534.31 ,11.42, 31.36 ,15.28,,19.64,,2.53%,1.00,3.73,6.45%,5.92%,0.52%
1888.08,5.25,0.24,0.29,8.09,1888.62,3.54,198.73,8.96, 547.79 ,11.10, 30.60 ,15.60,,20.05,,2.30%,1.00,3.75,6.60%,5.92%,0.68%
1888.09,5.38,0.24,0.29,8.09,1888.71,3.52,203.65,8.90, 563.40 ,10.79, 29.85 ,15.99,,20.54,,2.16%,1.00,3.76,6.32%,5.92%,0.40%
1888.1,5.35,0.23,0.28,8.18,1888.79,3.51,200.16,8.73, 555.76 ,10.35, 28.74 ,15.72,,20.19,,2.52%,1.00,3.74,6.27%,6.04%,0.23%
1888.11,5.24,0.23,0.27,8.28,1888.87,3.49,193.79,8.57, 540.06 ,9.92, 27.65 ,15.22,,19.56,,2.97%,1.00,3.71,6.96%,6.17%,0.79%
1888.12,5.14,0.23,0.26,8.28,1888.96,3.47,190.09,8.51, 531.73 ,9.62, 26.90 ,14.95,,19.21,,3.34%,1.00,3.73,7.65%,6.02%,1.63%
1889.01,5.24,0.23,0.26,7.99,1889.04,3.45,200.71,8.78, 563.48 ,10.09, 28.31 ,15.80,,20.31,,2.53%,1.00,3.88,7.84%,5.64%,2.20%
1889.02,5.30,0.23,0.27,7.90,1889.12,3.45,205.45,8.85, 578.87 ,10.34, 29.13 ,16.19,,20.81,,2.14%,1.00,3.93,7.68%,5.22%,2.47%
1889.03,5.19,0.23,0.27,7.80,1889.21,3.45,203.64,8.93, 575.86 ,10.59, 29.96 ,16.07,,20.65,,2.19%,1.00,3.99,7.92%,5.08%,2.84%
1889.04,5.18,0.23,0.27,7.80,1889.29,3.44,203.25,8.90, 576.85 ,10.72, 30.43 ,16.05,,20.63,,2.31%,1.00,4.01,7.92%,4.93%,2.99%
1889.05,5.32,0.23,0.28,7.61,1889.37,3.44,213.96,9.08, 609.40 ,11.13, 31.70 ,16.92,,21.73,,1.75%,1.00,4.12,6.90%,4.66%,2.24%
1889.06,5.41,0.23,0.28,7.61,1889.46,3.44,217.58,9.05, 621.85 ,11.26, 32.18 ,17.22,,22.11,,1.77%,1.00,4.13,6.33%,4.51%,1.82%
1889.07,5.30,0.22,0.28,7.61,1889.54,3.44,213.16,9.02, 611.36 ,11.39, 32.68 ,16.89,,21.68,,1.77%,1.00,4.15,6.76%,4.36%,2.39%
1889.08,5.37,0.22,0.29,7.61,1889.62,3.43,215.97,8.98, 621.58 ,11.53, 33.19 ,17.13,,21.97,,1.68%,1.00,4.16,6.74%,4.22%,2.52%
1889.09,5.50,0.22,0.29,7.71,1889.71,3.43,218.47,8.84, 630.89 ,11.52, 33.26 ,17.35,,22.24,,1.40%,1.00,4.12,6.09%,3.94%,2.14%
1889.1,5.40,0.22,0.29,7.71,1889.79,3.43,214.50,8.81, 621.53 ,11.65, 33.76 ,17.05,,21.84,,0.96%,1.00,4.13,6.09%,3.80%,2.29%
1889.11,5.35,0.22,0.30,7.71,1889.87,3.43,212.51,8.77, 617.90 ,11.79, 34.27 ,16.91,,21.64,,0.50%,1.00,4.14,6.25%,3.67%,2.58%
1889.12,5.32,0.22,0.30,7.80,1889.96,3.42,208.74,8.63, 609.03 ,11.77, 34.34 ,16.61,,21.25,,0.44%,1.00,4.11,5.56%,3.66%,1.90%
1890.01,5.38,0.22,0.30,7.61,1890.04,3.42,216.37,8.85, 633.45 ,12.03, 35.23 ,17.22,,22.02,,-0.30%,1.00,4.22,5.32%,3.40%,1.92%
1890.02,5.32,0.22,0.30,7.61,1890.12,3.44,213.96,8.85, 628.54 ,12.00, 35.24 ,17.03,,21.76,,-0.25%,1.00,4.23,5.49%,3.29%,2.20%
1890.03,5.28,0.22,0.30,7.61,1890.21,3.45,212.35,8.85, 625.98 ,11.96, 35.27 ,16.90,,21.58,,-0.31%,1.00,4.23,5.65%,3.31%,2.35%
1890.04,5.39,0.22,0.30,7.61,1890.29,3.47,216.78,8.85, 641.20 ,11.93, 35.30 ,17.26,,22.02,,-0.08%,1.00,4.24,5.57%,3.32%,2.25%
1890.05,5.62,0.22,0.30,7.71,1890.37,3.49,223.24,8.74, 662.46 ,11.75, 34.87 ,17.79,,22.68,,0.15%,1.00,4.19,5.00%,3.71%,1.29%
1890.06,5.58,0.22,0.30,7.71,1890.46,3.50,221.65,8.74, 659.90 ,11.72, 34.89 ,17.68,,22.53,,0.36%,1.00,4.20,4.89%,3.86%,1.04%
1890.07,5.54,0.22,0.29,7.71,1890.54,3.52,220.06,8.74, 657.34 ,11.69, 34.91 ,17.59,,22.38,,0.38%,1.00,4.21,4.84%,3.74%,1.10%
1890.08,5.41,0.22,0.29,7.99,1890.62,3.54,207.22,8.43, 621.09 ,11.23, 33.67 ,16.60,,21.10,,1.06%,1.00,4.06,5.75%,4.26%,1.49%
1890.09,5.32,0.22,0.29,8.09,1890.71,3.55,201.38,8.33, 605.65 ,11.07, 33.30 ,16.17,,20.54,,1.22%,1.00,4.02,5.68%,4.27%,1.40%
1890.1,5.08,0.22,0.29,8.09,1890.79,3.57,192.29,8.33, 580.42 ,11.04, 33.33 ,15.48,,19.65,,1.48%,1.00,4.03,6.68%,4.42%,2.26%
1890.11,4.71,0.22,0.29,7.90,1890.87,3.59,182.58,8.53, 553.25 ,11.27, 34.16 ,14.75,,18.70,,1.45%,1.00,4.13,8.04%,4.18%,3.86%
1890.12,4.60,0.22,0.29,7.90,1890.96,3.60,178.32,8.53, 542.49 ,11.24, 34.20 ,14.44,,18.31,,1.47%,1.00,4.14,9.07%,4.33%,4.74%
1891.01,4.84,0.22,0.29,7.80,1891.04,3.62,189.91,8.63, 579.94 ,11.54, 35.25 ,15.43,,19.55,,0.99%,1.00,4.20,8.55%,4.08%,4.47%
1891.02,4.90,0.22,0.30,7.90,1891.12,3.62,189.95,8.53, 582.23 ,11.56, 35.44 ,15.48,,19.59,,1.00%,1.00,4.16,8.96%,4.33%,4.63%
1891.03,4.81,0.22,0.30,7.99,1891.21,3.62,184.24,8.43, 566.88 ,11.59, 35.65 ,15.05,,19.04,,1.30%,1.00,4.12,9.67%,4.44%,5.23%
1891.04,4.97,0.22,0.31,8.09,1891.29,3.62,188.13,8.33, 580.98 ,11.61, 35.85 ,15.41,,19.47,,1.16%,1.00,4.09,10.46%,4.69%,5.78%
1891.05,4.95,0.22,0.31,7.99,1891.37,3.61,189.60,8.43, 587.70 ,11.90, 36.90 ,15.57,,19.66,,1.08%,1.00,4.15,9.80%,4.55%,5.25%
1891.06,4.85,0.22,0.32,7.80,1891.46,3.61,190.30,8.63, 592.10 ,12.36, 38.46 ,15.66,,19.76,,0.81%,1.00,4.26,10.80%,4.29%,6.51%
1891.07,4.77,0.22,0.32,7.71,1891.54,3.61,189.47,8.74, 591.79 ,12.68, 39.60 ,15.62,,19.69,,0.61%,1.00,4.33,9.94%,4.02%,5.92%
1891.08,4.93,0.22,0.32,7.71,1891.62,3.61,195.83,8.74, 613.92 ,12.84, 40.26 ,16.16,,20.36,,0.20%,1.00,4.34,9.59%,3.88%,5.71%
1891.09,5.33,0.22,0.33,7.61,1891.71,3.61,214.36,8.85, 674.33 ,13.17, 41.43 ,17.71,,22.28,,-0.83%,1.00,4.41,8.41%,3.61%,4.80%
1891.1,5.33,0.22,0.33,7.61,1891.79,3.61,214.36,8.85, 676.65 ,13.34, 42.11 ,17.72,,22.26,,-0.92%,1.00,4.42,8.29%,3.60%,4.69%
1891.11,5.25,0.22,0.34,7.52,1891.87,3.60,213.82,8.96, 677.29 ,13.68, 43.32 ,17.67,,22.19,,-0.93%,1.00,4.49,8.41%,3.33%,5.08%
1891.12,5.41,0.22,0.34,7.52,1891.96,3.60,220.34,8.96, 700.30 ,13.85, 44.01 ,18.21,,22.83,,-1.10%,1.00,4.51,7.78%,3.20%,4.59%
1892.01,5.51,0.22,0.34,7.33,1892.04,3.60,230.24,9.26, 734.22 ,14.31, 45.64 ,19.02,,23.82,,-1.58%,1.00,4.64,7.66%,3.04%,4.62%
1892.02,5.52,0.22,0.35,7.33,1892.12,3.61,230.65,9.33, 738.03 ,14.42, 46.13 ,19.04,,23.81,,-1.69%,1.00,4.65,7.74%,3.04%,4.69%
1892.03,5.58,0.23,0.35,7.14,1892.21,3.63,239.38,9.65, 768.52 ,14.91, 47.86 ,19.74,,24.66,,-2.14%,1.00,4.78,7.35%,2.77%,4.58%
1892.04,5.57,0.23,0.35,7.04,1892.29,3.64,242.18,9.86, 780.15 ,15.22, 49.02 ,19.94,,24.88,,-2.42%,1.00,4.86,7.45%,2.51%,4.95%
1892.05,5.57,0.23,0.35,7.04,1892.37,3.65,242.18,9.93, 782.82 ,15.33, 49.54 ,19.91,,24.81,,-2.51%,1.00,4.87,7.30%,2.38%,4.91%
1892.06,5.54,0.23,0.36,7.04,1892.46,3.66,240.88,10.00, 781.29 ,15.44, 50.06 ,19.77,,24.60,,-2.58%,1.00,4.88,7.16%,2.26%,4.90%
1892.07,5.54,0.23,0.36,7.23,1892.54,3.68,234.54,9.81, 763.38 ,15.13, 49.26 ,19.21,,23.88,,-2.10%,1.00,4.76,7.69%,2.53%,5.15%
1892.08,5.62,0.23,0.36,7.33,1892.62,3.69,234.83,9.75, 766.99 ,15.04, 49.13 ,19.20,,23.85,,-2.07%,1.00,4.70,8.08%,2.79%,5.29%
1892.09,5.48,0.24,0.36,7.33,1892.71,3.70,228.98,9.82, 750.56 ,15.15, 49.65 ,18.69,,23.19,,-1.68%,1.00,4.71,8.25%,2.67%,5.58%
1892.1,5.59,0.24,0.37,7.33,1892.79,3.71,233.58,9.89, 768.33 ,15.25, 50.17 ,19.04,,23.60,,-1.70%,1.00,4.72,6.96%,1.97%,4.98%
1892.11,5.57,0.24,0.37,7.52,1892.87,3.73,226.85,9.71, 748.86 ,14.97, 49.41 ,18.46,,22.86,,-1.21%,1.00,4.61,7.20%,2.57%,4.63%
1892.12,5.51,0.24,0.37,7.61,1892.96,3.74,221.60,9.65, 734.19 ,14.88, 49.30 ,18.01,,22.28,,-0.87%,1.00,4.57,7.08%,2.59%,4.50%
1893.01,5.61,0.24,0.36,7.90,1893.04,3.75,217.47,9.33, 723.07 ,13.99, 46.50 ,17.66,,21.82,,-0.41%,1.00,4.41,7.70%,2.85%,4.85%
1893.02,5.51,0.24,0.35,7.99,1893.12,3.75,211.05,9.26, 704.29 ,13.47, 44.95 ,17.13,,21.15,,-0.21%,1.00,4.37,7.95%,2.96%,4.99%
1893.03,5.31,0.24,0.34,7.80,1893.21,3.74,208.35,9.52, 697.93 ,13.44, 45.02 ,16.90,,20.86,,-0.27%,1.00,4.49,8.02%,3.04%,4.98%
1893.04,5.31,0.24,0.33,7.71,1893.29,3.74,210.92,9.66, 709.24 ,13.24, 44.52 ,17.10,,21.10,,-0.36%,1.00,4.57,7.43%,2.90%,4.53%
1893.05,4.84,0.24,0.32,7.61,1893.37,3.73,194.66,9.82, 657.30 ,13.04, 44.03 ,15.78,,19.47,,0.11%,1.00,4.64,8.33%,2.99%,5.34%
1893.06,4.61,0.25,0.32,7.42,1893.46,3.73,190.16,10.11, 644.96 ,12.99, 44.07 ,15.42,,19.03,,0.30%,1.00,4.77,7.96%,2.72%,5.24%
1893.07,4.18,0.25,0.31,7.23,1893.54,3.73,176.96,10.41, 603.13 ,12.95, 44.12 ,14.35,,17.73,,0.73%,1.00,4.92,8.22%,2.44%,5.79%
1893.08,4.08,0.25,0.30,6.95,1893.62,3.72,179.83,10.87, 615.98 ,13.08, 44.79 ,14.59,,18.03,,0.23%,1.00,5.14,7.69%,2.01%,5.68%
1893.09,4.37,0.25,0.29,7.23,1893.71,3.72,185.00,10.48, 636.71 ,12.17, 41.89 ,15.01,,18.57,,0.53%,1.00,4.95,7.00%,2.29%,4.70%
1893.1,4.50,0.25,0.28,7.33,1893.79,3.71,188.03,10.38, 650.12 ,11.63, 40.21 ,15.27,,18.90,,0.55%,1.00,4.90,6.59%,2.53%,4.06%
1893.11,4.57,0.25,0.27,7.14,1893.87,3.71,196.05,10.69, 680.92 ,11.55, 40.11 ,15.94,,19.74,,0.13%,1.00,5.05,6.31%,2.37%,3.94%
1893.12,4.41,0.25,0.26,7.04,1893.96,3.70,191.74,10.87, 669.10 ,11.30, 39.45 ,15.61,,19.34,,0.03%,1.00,5.14,7.02%,2.22%,4.81%
1894.01,4.32,0.25,0.25,6.85,1894.04,3.70,193.05,11.02, 676.86 ,11.25, 39.44 ,15.74,,19.52,,-0.28%,1.00,5.30,6.88%,1.69%,5.19%
1894.02,4.38,0.24,0.24,6.76,1894.12,3.68,198.49,11.03, 699.15 ,11.03, 38.84 ,16.20,,20.11,,-0.58%,1.00,5.40,6.04%,1.29%,4.76%
1894.03,4.51,0.24,0.24,6.57,1894.21,3.66,210.30,11.19, 744.05 ,10.96, 38.77 ,17.19,,21.34,,-1.19%,1.00,5.58,5.52%,1.09%,4.43%
1894.04,4.57,0.24,0.23,6.57,1894.29,3.64,213.10,11.04, 757.20 ,10.57, 37.56 ,17.43,,21.66,,-1.05%,1.00,5.61,5.76%,1.18%,4.58%
1894.05,4.40,0.23,0.22,6.57,1894.37,3.62,205.17,10.88, 732.26 ,10.18, 36.33 ,16.81,,20.90,,-0.61%,1.00,5.63,6.18%,1.39%,4.79%
1894.06,4.34,0.23,0.21,6.57,1894.46,3.60,202.37,10.72, 725.46 ,9.79, 35.10 ,16.61,,20.66,,-0.52%,1.00,5.66,6.34%,1.37%,4.97%
1894.07,4.25,0.23,0.20,6.57,1894.54,3.58,198.18,10.57, 713.57 ,9.41, 33.87 ,16.29,,20.29,,-0.28%,1.00,5.69,6.99%,1.34%,5.65%
1894.08,4.41,0.22,0.19,6.76,1894.62,3.56,199.85,10.12, 722.62 ,8.76, 31.67 ,16.46,,20.51,,-0.04%,1.00,5.55,7.13%,1.49%,5.64%
1894.09,4.48,0.22,0.19,6.85,1894.71,3.54,200.20,9.83, 726.85 ,8.27, 30.02 ,16.52,,20.61,,0.20%,1.00,5.50,7.45%,1.49%,5.95%
1894.1,4.34,0.22,0.18,6.66,1894.79,3.52,199.48,9.96, 727.27 ,8.12, 29.61 ,16.50,,20.60,,0.06%,1.00,5.68,8.09%,1.18%,6.91%
1894.11,4.34,0.21,0.17,6.66,1894.87,3.50,199.48,9.80, 730.25 ,7.74, 28.32 ,16.54,,20.67,,0.28%,1.00,5.71,8.41%,0.93%,7.48%
1894.12,4.30,0.21,0.16,6.57,1894.96,3.48,200.51,9.79, 736.99 ,7.46, 27.42 ,16.67,,20.86,,0.23%,1.00,5.82,8.45%,0.76%,7.68%
1895.01,4.25,0.21,0.17,6.57,1895.04,3.46,198.18,9.71, 731.40 ,7.81, 28.83 ,16.52,,20.69,,0.30%,1.00,5.85,8.80%,0.74%,8.06%
1895.02,4.19,0.21,0.18,6.57,1895.12,3.47,195.38,9.64, 724.04 ,8.16, 30.24 ,16.33,,20.47,,0.25%,1.00,5.86,9.41%,0.75%,8.65%
1895.03,4.19,0.21,0.18,6.57,1895.21,3.48,195.38,9.56, 726.99 ,8.51, 31.66 ,16.36,,20.53,,0.45%,1.00,5.87,9.83%,0.88%,8.94%
1895.04,4.37,0.20,0.19,6.85,1895.29,3.50,195.28,9.08, 729.44 ,8.49, 31.71 ,16.39,,20.58,,0.73%,1.00,5.63,9.69%,1.33%,8.36%
1895.05,4.61,0.20,0.20,6.95,1895.37,3.51,203.18,8.89, 761.73 ,8.70, 32.63 ,17.08,,21.46,,0.84%,1.00,5.57,8.82%,1.59%,7.23%
1895.06,4.70,0.20,0.21,7.04,1895.46,3.52,204.35,8.70, 768.83 ,8.91, 33.53 ,17.21,,21.63,,1.15%,1.00,5.50,8.88%,1.75%,7.14%
1895.07,4.72,0.20,0.21,6.95,1895.54,3.53,208.03,8.74, 785.41 ,9.37, 35.36 ,17.55,,22.06,,0.78%,1.00,5.59,9.02%,1.62%,7.40%
1895.08,4.79,0.20,0.22,6.85,1895.62,3.54,214.05,8.79, 810.90 ,9.83, 37.24 ,18.07,,22.73,,0.46%,1.00,5.68,8.98%,1.38%,7.60%
1895.09,4.82,0.20,0.23,6.85,1895.71,3.55,215.39,8.71, 818.73 ,10.17, 38.64 ,18.20,,22.89,,0.53%,1.00,5.69,9.06%,1.51%,7.56%
1895.1,4.75,0.19,0.24,6.85,1895.79,3.57,212.26,8.64, 809.57 ,10.50, 40.05 ,17.94,,22.57,,0.60%,1.00,5.70,9.37%,1.52%,7.85%
1895.11,4.59,0.19,0.24,6.85,1895.87,3.58,205.11,8.57, 785.03 ,10.84, 41.47 ,17.34,,21.81,,0.66%,1.00,5.71,9.56%,1.41%,8.14%
1895.12,4.32,0.19,0.25,6.76,1895.96,3.59,195.77,8.61, 752.00 ,11.33, 43.52 ,16.55,,20.82,,0.56%,1.00,5.80,10.20%,1.17%,9.03%
1896.01,4.27,0.19,0.25,6.66,1896.04,3.60,196.27,8.70, 756.70 ,11.34, 43.72 ,16.58,,20.86,,0.63%,1.00,5.90,10.54%,1.04%,9.50%
1896.02,4.45,0.19,0.24,6.57,1896.12,3.58,207.50,8.78, 802.85 ,11.35, 43.89 ,17.52,,22.04,,0.18%,1.00,6.01,9.84%,0.86%,8.98%
1896.03,4.38,0.19,0.24,6.57,1896.21,3.57,204.24,8.74, 793.04 ,11.19, 43.45 ,17.23,,21.69,,0.41%,1.00,6.04,9.74%,0.83%,8.91%
1896.04,4.42,0.19,0.24,6.47,1896.29,3.55,209.14,8.83, 814.91 ,11.20, 43.64 ,17.64,,22.20,,0.26%,1.00,6.15,9.33%,0.65%,8.67%
1896.05,4.40,0.19,0.23,6.37,1896.37,3.53,211.30,8.92, 826.22 ,11.20, 43.81 ,17.83,,22.43,,0.32%,1.00,6.27,8.80%,0.36%,8.44%
1896.06,4.32,0.19,0.23,6.28,1896.46,3.52,210.60,9.02, 826.43 ,11.21, 44.00 ,17.78,,22.37,,0.33%,1.00,6.39,8.97%,0.18%,8.79%
